,type,fact_check_url,archieve,news_url,news_url2,news_url3,news_url4,news_url5,title,newstitle,content,abstract,publish_date,meta_keywords
879,post,https://www.politifact.com/factchecks/2020/apr/27/blog-posting/crowded-beaches-arizona-coronavirus-spoof-fools-un/,,https://www.facebook.com/CaptainWhiiiiite/posts/10221825957735814,,,,,“People defying stay-at-home order fill Arizona beaches.”,"""Chris Blanco""",see more of chris blanco on facebook. ,wow the people of arizona are insane .... ,,""""""
880,post,https://www.politifact.com/factchecks/2020/apr/27/facebook-posts/no-proof-mosquitoes-transfer-covid-19-between-peop/,,https://www.facebook.com/SwizzaJizza/posts/3407079712652978,,,,,Mosquitoes can transfer COVID-19 “from person to person”.,"""Swizza Jizza""",see more of swizza jizza on facebook. ,this mf at my job just said u think its bad now just wait till them mosquito 's start transferring corona blood from person to person i was like why .... ,,""""""
881,post,https://www.politifact.com/factchecks/2020/may/20/facebook-posts/no-theres-no-covid-19-law-requires-rent-or-mortgag/,,https://www.facebook.com/photo.php?fbid=3580156138666092&set=a.229979820350424&type=3&theater,,,,,If you paid rent in March or April in the United States “they got to give” you your money back.,"""Quèën Quita Watson""",see more of qun quita watson on facebook. ,if u paid rent in march or april they got to give money bak. ,,""""""
882,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Pennsylvania-House-Did-NOT-Pass-COVID-19-Funding-In-June-2019-NO-Evidence-Pandemic-Was-Planned.html,https://archive.md/k1DHd,https://www.facebook.com/photo.php?fbid=634018497180290&set=a.170413436874134&type=3&theater,,,,,Pennsylvania House of Representatives approved funding for COVID-19 in June 2019 proving that the pandemic was pre-planned.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
883,post,https://leadstories.com/hoax-alert/2020/04/fact-check-white-house-reporters-joking-about-coronavirus-being-a-hoax-vaccine-exists-not-evidence-of-conspiracy.html,https://web.archive.org/web/20200422165357/https://www.youtube.com/watch?v=lOTILnYwFkQ,https://www.youtube.com/watch?v=lOTILnYwFkQ,,,,,A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,"""""",,enjoy the videos and music you love upload original content and share it all with friends family and the world on youtube .. ,,"""video, sharing, camera phone, video phone, free, upload"""
884,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Trey-Gowdy-Did-NOT-Go-On-Rant-Saying-Coronavirus-Shutdowns-Were-'Fishy'-Well-Timed'-And-'Costing-Our-Economy-Billions'.html,https://web.archive.org/web/20200422222546/https://www.facebook.com/BrokerCam/posts/1100133597015152,https://www.facebook.com/BrokerCam/posts/1100133597015152,,,,,Trey Gowdy said coronavirus shutdowns were suspicious and overblown.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
885,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-NOT-All-Elective-Or-Non-Emergency-Surgeries-Banned-In-The-US-Exceptions-for-Medical-Reasons-Allowed-In-Most-States.html,https://web.archive.org/web/20200423115049/https://www.facebook.com/OfficialLizWheeler/videos/619001568957940/,https://www.facebook.com/watch/?v=619001568957940,,,,,All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,"""Top Scientist: More Cancer Deaths DUE to Lockdown than COVID-19 Deaths""",in the uk the director of king college london institute of cancer policy his name is richard sullivan told the uk express and i quote the number of deaths due to the disruption of cancer services is likely to outweigh the number of deaths from the corona virus itself over the next five years sullivan says the sustained and delay of cancer care will cause considerable avoidable avoidable suffering suffering suffering cancer cancer cancer cancer screening screening screening screening services. ,top scientist more cancer deaths due to lockdown than covid-19 deaths. ,,""""""
886,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Pelosi-NOT-In-Wuhan-During-2019-Ahead-Of-COVID-19-Outbreak-Did-NOT-Sabotage-Trade-Deal.html,https://web.archive.org/web/20200423200450/https://www.facebook.com/photo.php?fbid=273325727166662,https://www.facebook.com/photo.php?fbid=273325727166662&set=a.168287547670481&type=3&theater,,,,,U.S. House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U.S.-China trade deal.,"""Viviane Dinehart""",see more of viviane dinehart on facebook. ,,,""""""
887,post,https://leadstories.com/hoax-alert/2020/04/fact-check-pelosi-not-in-wuhan-china-six-days-after-impeachment.html,http://web.archive.org/web/20200430171759/https://www.facebook.com/CaptRandall/posts/10218956573997926,https://www.facebook.com/CaptRandall/posts/10218956573997926,,,,,U.S. House Speaker Nancy Pelosi was in Wuhan China six days after the impeachment proceedings against President Trump ended.,"""Randall Thompson""",see more of randall thompson on facebook. ,pelosi was in wouhan china 6 days after the impeachment hoax failed. has anyone bothered to find out what she was doing there. ,,""""""
888,article,https://www.politifact.com/factchecks/2020/may/13/louis-riggs/riggs-needed-more-digging-missouri-counties-covid-/,,https://themissouritimes.com/opinion-pandemics-and-freedom-finding-balance/,,,,,“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,"""403 Forbidden""",,,,""""""
